content,score,leia_score,leia_incoerente,sentiment
"Adorei a Temu entregando no Brasil, já havia comprado pros EUA e foi ótimo. Cada vez fico mais fã; qualidade e variedade de produtos, atendimento ao cliente imediato e se houver necessidade de reembolso, ocorre no mesmo dia, sem burocracia. A fidelidade só é cobrada de quem é Affiliate Influencer da plataforma.",5,0.7184,False,4
Ótimo app entregas super rapidas pedi one piece 3 em 1 e chegou apenas em uma semana e em ótimo estado super recomendo,5,0.936,False,4
"A shein está cada vez pior, cada roupa linda mas aí na hora de comprar, sua experiência é frustrada pela incompetência dessas transportadoras , disseram que tentaram entregar 3 vezes e quando vejo eles estão em outra cidade sendo que coloquei o endereço certo , vou tentar resolver isso é desinstalar já!",1,-0.685,False,0
"Amazon e uma boa loja, possui praticamente tudo que preciso",4,0.4404,False,3
"Vou tirar 4 estrelas da minha avaliação porque pra mim uma das questões mais importantes, além, é claro, da chegada do produto em perfeito estado e com evidências de um transporte feito com os cuidados adequados, é a rapidez na entrega, um fator que sempre me cativou na Amazon. Uma demora horrível, principalmente quando chega aos Correios!!! Conversem com as transportadoras!",1,-0.5053,False,0
"O aplicativo tem boas ofertas e produtos originais, porém comprei alguns produtos que não gostei, inclusive um era falsificado, mas na avaliação, recebi a informação que não posso avaliar o produto e citar a minha experiência, ou seja, a opinião que vale é somente a que avalia como 4 ou 5 estrelas. Se não baatasse ainda soube que deveria ter lido a política interna de avaliação para saber o que posso ou não escrever. Parece brincadeira, mas é real.",2,-0.7506,False,1
"Realizei o cadastro do farmland para obter descontos, porém não consigo jogar pois a configuração veio sem opção de regar a fazendinha. Já desinstalei e não volta a configuração original",2,-0.4019,False,1
"Gostaria que a amazon implementasse a opção de bloqueio de app por digital sempre que sair do app. Assim como nos bancos. Imagina alguém pega seu celular... ja fica tudo salvo, cartão etc... basta a pessoa comprar! Pir favor ajuda ai",2,0.4199,False,1
"Está com muito problema, o chat não funciona, whatsapp não funciona, telefone pra contato também não, o SAC pra reclamação também não funciona, é cobrança o tempo todo mesmo com o pagamento feito a dias. E ainda ligam contante fora do horário e não completa a ligação desligando na cara do cliente",1,-0.9081,False,0
"Uma alteração necessária e muito boa seria avaliação com foto, seria muito útil para as pessoas verem se o produto comprado é igual ao da imagem do anuncio.. Muito vantajoso pra quem gosta de comprar as coisas e procurar valores.. O chat entre comprador e vendedor deixo o app 100% sendo mais fácil de se comunicar com o vendedor.. Porém a mensagem a qual diz ter navegação gratuita é falsa, pois navego no apk e é consumido dados móveis !",3,0.9151,False,2
"Não posso aceitar que a TEMU, não faça o crédito directo á Compra, dos produtos que vêem danificados ( embalagem deficiente). Preferem fazer hipotéticos créditos temporários, que desaparecem sem dar-mos por isso. Mais, quando se compra um produto, proposto em oferta, esse produto tem um valor comercial de venda. Vem danificado, não é considerado como valor comercial, mas sim ""oferta"". Uma coisa é certa: comercialmente está errado, mas os senhores, São quem sabem.",3,-0.1154,False,2
"As coisas que comprei chegaram. Porém, além de uma das coisas que eu comprei vim faltando a outra parte, eles me obrigam a comprar no mínimo 100 reais de itens, assim como fazem com qualquer compra. Me reembolsaram sem nenhum problema e rápido. Também, como não reembolsar um valor pequeno, pra ter que gastar muito mais pra usufruir do mesmo! Um absurdo! Não voltarei a comprar mais nada na temu.",2,-0.7339,False,1
"Péssima experiência, comprei uma TV e em menos de um mês, apresentou problemas. Recorri a loja, ela me aconselhou pedir reembolso. A Shopee me disse que não atendia a garantia da empresa. E fiquei com a TV estragada, pois nem a loja e nem a Shopee me ajudou a resolver o problema. Vou pagar por um produto estragado. Muita indiferença, me sentindo lesada.",1,-0.7783,False,0
"Eu sempre acompanho os anúncios do Mercado Livre e gosto dos produtos. As explicações são claras, e objetivas. Acho que o frete é caro podia ser mais acessível. Grato. Edson Gonçalves de Sá.",5,0.8658,False,4
Temu tem coisas interessantes mais não se pode comprar o que interessa pq praticamente obriga o cliente a comprar mais itens,3,-0.296,False,2
"O app é muito poluído. Estava fazendo uma compra e apareceu que havia cupom disponível, entretanto abriu uns 5 cupons e informava em um deles pra adicionar e fechar o valor de 99 reais pra ganhar 15 off, só que a minha compra já estava acima desse valor. Confuso demais. Na parte dos cartões de crédito, oferecem a opção de nomear o cartão, só que o nome não aparece nas compras futuras, aí não me adianta de nada, como vou saber que numeração de cartão percente a qual. Facilita aí né",2,-0.6597,False,1
"Normalmente nunca reclamei da Shein em si, mas essas transportadoras que estão trabalhando junto está me dando dor de cabeça, principalmente anjun express! Horrível, péssimo e entregam o pedido para outra pessoa, e nem se quer colocam detalhes sobre. Paciência, nunca precisei reclamar, mas de um tempo pra cá está ficando horrível Só queria minhas compras, mas foi ""entregue"" e nn recebi nada rosto chorando aos berros e agora? Eu fico sem o pedido ?",2,-0.9194,False,1
"Estou voltando a avaliar novamente, já é a segunda vez seguidas que tenho problema com entrega, então simplesmente o entregador risca um papel dizendo que o produto foi entregue e não recebi. Afinal quem tem que assinar sou eu para confirmar o recebimento, e aí fica esse embaraço tenho que ficar pedindo reembolso, pois quem comprou quer receber. E não ficar no prejuízo, assim como eu sei que quem vendeu presta um bom atendimento ,mas põe um entregador que quebra a confiança. Assim não dá",2,-0.6652,False,1
"Compro um livro na pré venda porque disse que seria mais barato. O livro lança e 2 dias depois fica mais barato ainda do que aquilo que eu paguei na pré-venda. Ok, livro não foi enviado, tentei cancelar pra comprar pelo preço de fato promocional, porque não teve promo de pré venda não. Fui ver, e disse que paguei o preço promocional, sendo que paguei mais caro e tenho comprovante do banco do pagamento. Vou reclamar, quero meu dinheiro inteirinho de volta e o livro pelo preço promocional real!",2,-0.8553,False,1
Oque estraga com as experiências com a amazon é a demora para entrega. Mais de 20 dias para entregar um produto.,3,-0.5423,False,2
"O app estava ótimo, mas, de repente o app começou a aparecer com um bug onde mesmo que eu vá na barra de pesquisa procurar por algo aparece escrito assim ""ops! Conexão fraca"" porém estou com Internet, meu Wi-Fi está funcionando! Não entendi o porquê disso estar acontecendo, reiniciei o celular e não mudou e também desinstalei o app e instalei de novo mas não deu jeito :( fico triste, pois gostava bastante do app",2,-0.9505,False,1
"O filtro não organiza de forma correta. Você coloca prime e vem vários produtos. Então peço para colocar do menos preço ao mais alto e simplesmente some metade dos produtos que antes apareciam. Estou acostumado com a organização do Mercado Livre, que de fato o filtro funciona. Falta melhorar isso.",4,-0.25,False,3
Excelente serviço e de qualidade. Profissionalismo no atendimento e preocupação com a Satisfação do cliente em primeiro lugar. Profissiona Fácil e simples de usar. Informações constantes do estado das encomendas. Comecei a usar e agora é o primeiro site que escolho para compras. Tem muito bons Preços e a maioria de grande qualidade. Agora sou fiel . Obrigada Temu.,5,0.9118,False,4
"Pessimo p vendas. Imagens carregadas desaparecem, anuncios não publicados desaparecem, edição de alguns intens como modelo ou cor ficam em branco sem opções e não é possivel montar os anuncios no computador. Cadastro de fotos tem dois sistemas e para trocar uma capa você precisa remover todas as fotos e subir 1 a 1 diferente do cadastro onde você sobe todas juntas. Cama para pet e sempre interpretada como venda do animal, não sendo possivel o envio. Upload de PDF de doc não é aceito a 1 ano.",1,-0.296,False,0
"Aplicativo muito bom, a única coisa é ruim e por que aparece alguma coisa várias vezes, tipo eu vi um conjunto de shorts e blusa apareceu mas de 10 vezes é não é brincadeira mas tirando isso o app é muito bom polegar para cima",3,0.3506,False,2
"Gostava mais quando podia adicionar vários itens ao carrinho. Agora não consigo mais tanto pelo computador quanto ao celular. Ou seja no país chamado Brasil onde tudo já é um absurdo. Comprar no mercado livre era incrível até tirarem essa opção de selecionar várias compras e atingir o frete grátis, ou somar todas as compras desejadas e simplesmente pagar por elas. Por gentileza se tiverem uma solução estou atenciosa e a disposição. Vou buscar outros pontos de venda que melhor me dispõem. Agradeço.",3,0.765,False,2
"conforme enviado para aplicativo a reclamação de devolução de produto com defeito e produto que veio errado ( tamanho inferior ) quando fui acessar o pedido de reembolso, ao clicar não dava seguimento, pois o produto estava como avaliado sem mesmo eu ter avaliado , entrei em contado com o vendedor e mandou eu acionar o aplicativo, mas não respondia quando eu clicava em reembolso / devolução. estou com 03 pendências 01 marcador de temperatura de agua e 02 coador de café, que não resolveu.",1,-0.8834,False,0
"Estou adorando comprar no app da shopee! Muitas variedades de produtos para o gosto e valor de cada escolha. Entrega dos produtos no prazo determinado e chega até antes. Até agora não tive problema algum com alguma compra. Parabéns a galeria da entrega, pessoal da logística, vendedores e fabricantes.",5,0.8268,False,4
"Vou processar o mercado livre, propaganda enganosa, no dia de 20/01/2025 recebi uma mensagem dentro do aplicativo mercado livre se eu fizer um depósito no mercado pago em pix de 40 reais iria receber 25 reais de bônus, pois bem eu abri, fiz o depósito e nada. Então já passei o print de dentro do aplicativo do mercado livre e passei para os advogados.",5,0.1779,False,4
"O aplicativo é bom, só falta colocar nas descrições das roupas o guia de tamanho e as medidas. Pois de loja pra outra varia os tamanhos e medidas. E ter mais opções de tamanho GG.",3,0.5319,False,2
"É difícil avaliar o mercado livre... já comprei algumas dezenas de produtos, tudo chega certinho, bem embalado, no dia combinado, facilidade de pagamento... resumo: irei continuar sempre de mãos dadas com o mercado livre aperto de mãos",5,0.6369,False,4
"O mercado livre era muito bom,mais ultimamente tá ruim demais. Os vendedores estão bagunçando tudo, vende sem ter o produto, tentam da golpe de todo jeito. Acho que deveria ser mais rigoroso, colocar alguma penalidade quando o mesmo, agir de má fé. Só em uma semana comprei 2 smartphone no valor de 3.148,00 um o vendedor cancelou o outro a vendedora teve a cara de pau de pedir pra eu cancelar o pedido. No Amazon isso nunca aconteceu.",3,-0.8473,False,2
"Eu sempre gostei do serviço da Amazon, mas ultimamente a entrega está deixando a desejar. Fiz um pedido no dia 11 de novembro, com previsão de chegada entre os dias 15 a 17, mas, até agora, o pedido nem foi enviado e não houve atualização no status. Mesmo que o prazo ainda não tenha vencido, é frustrante não ter informações sobre o andamento da entrega. Espero que melhorem o sistema de atualização e cumpram os prazos de envio para que possamos continuar confiando na qualidade do serviço.",3,-0.7684,False,2
"O app é bom. Porém as vezes eles bloqueam as moedas que dão desconto, somem com a opção de cartão de crédito e quando o pedido chega em HIDROLÂNDIA GO... Pode chorar, pq fica parado por dias.",4,-0.0516,False,3
"A Shopee melhorou bastante ultimamente. Facilitaram muito o processo de cancelamento/devolução/reembolso, além de diminuírem o prazo de entrega, tornando-se bem mais ágil. A única coisa que ainda precisa melhorar é a filtragem de vendedores. Tem muito vendedor picareta, fica difícil distinguir entre os bons vendedores. Mesmo assim recomendo a Shopee, tem os melhores preços online.",5,0.4019,False,4
"Aplicativo é bom, as entregas Full são ótimas. Só acho válido sugerir para que os fornecedores publiquem fotos reais dos produtos, pois já tive a infelicidade de adquirir um e não vir de acordo com o anunciado e com isso temos a perca de tempo de fazer a devolução e solicitação de reembolso, pois não ficarei com um produto que vem divergente ao publicado. Outra sugestão, seria a possibilidade dos usuários que aderiram um produto, classifica-los anexando fotos, como existe já em outros Apps.",4,-0.34,False,3
"Pior plataforma de compras, fiz uma compra em dezembro e me enviaram o pedido de outra pessoa dentro do meu pacote unitozado, mandei fotos comprovando que o que recebi era totalmente diferente da minha compra, e já é final de janeiro e não resolveram o problema, pior compra por plataforma, a logística é péssima, e sem contar que não tem um número pra entrar em contato é tudo por mensagem e cada vez é uma pessoa diferente que pergunta as mesmas coisas e o problema não sai do lugar. Não resolvem",1,-0.9643,False,0
"Ótimas promoções, porém não tem como ganhar os prêmios grátis nos jogos, você é simplesmente enrolado sempre que você chega perto de ganhar, no final nunca dá pra ganhar nada de graça de verdade",3,0.967,False,2
"Acho que nunca mais eu vou comprar nesse aplicativo porque eu comprei algumas coisas já tem mais de 20 dias e não chegou ainda agora eu vou ter que gastar de novo porque não vai chegar a tempo. Fora que eles demoram muito pra atualizar o rastreamento, já mudaram até a data de entrega pode dizer q vai fazer um mês praticamente rosto furioso",2,-0.5267,False,1
"Gosto muito de comprar na shopee, mercadorias boas, com bons preços, atendimento no chet ótimo e entregas rápidas. Só precisa melhorar na questão da identificação de quem recebe a mercadoria. Será mais fácil e seguro para todos. E o entregador sempre fazer a entrega em mãos ou entrar em contato com o cliente, como os demais entregadores fazem.",5,0.9062,False,4
"A nota não podia ser outra. É bom em tudo, mas no quesito atendimento se superam. Ate hoje só tive problemas com devolução/estorno 2x e resolveram rapidamente, sem burocracia. Por mais que o preço, às vezes, é um pouco superior, é meu app de compras preferido. Não dão dor de cabeça pra nada. As encomendas chegam tão rápido, que já teve vez de eu fazer a compra e em poucas horas recebê-la. Pergunto aos entregadores se eles vêm de Helicóptero rosto risonho com olhos sorridentes Parabéns ML!!!",5,0.6794,False,4
"Gosto de comprar lá ,porém tiraram a pontuação dos pagamentos de boleto de cartão de crédito,acho injusto, não subo mais de nível como antes, e ainda caio o que consegui, frustrada com isso, fora que fala frete grátis e quando vai ver não é grátis cobram o frete mesmo sendo o valor atingido que falaram. muito ruim isso não ajuda a comprar mais ,estou procurando outro lugar pra efetuar as compras agora.",2,-0.6597,False,1
"Um dos piores app pra conseguir efetuar um pagamento muito complicado não tem nem a opção de pagar com Pix, acho que hoje em dia deve ser o único app que não recebi em Pix, enquanto no concorrente e muito simples com poucos toques na tela a compra tá concluída",2,-0.6597,False,1
As roupas que comprei ficaram ótimas e são de boa qualidade. A desvantagem é o frete. Nunca tenho frete grátis como consigo em outros Apps.,4,0.2732,False,3
"até hoje não tive problemas com compras, todas chegaram em perfeito estado e rápido, o que fica a desejar é o sistema do mercado pontos que se vc fica um tempo sem comprar vc perde os benefícios e diminui de nível (na minha opinião deveria ficar na mesma pontuação pq nem todo mundo consegue comprar algo pela internet todo mês)",4,-0.3182,False,3
"Gente, que horrível a experiência que estou passando com a shein. Fiz uma compra e tá tudo enrolado, a tarifa dos correios tá altíssima e não estou conseguindo acessar direito. O suporte não está dando o retorno qnd solicitado. Infelizmente, essa será minha última compra, caso eu ainda receba os produtos. É muita decepção, além do prejuízo.",1,-0.9231,False,0
Só ganha 2 estrelas por que tem variedades de produtos Mas com relação ao resto é péssimoSe eles cometem erro provavelmente você que se lasca por que eles vão dizer que vai resolver e te ignorar depoisClaro que muito difícil vão fazer isso com quem compra milharesInclusive vou colocar mais um ponto aquiTenho na base de 1 semana tentando resolver um problema com minha encomenda que está como entregue mas no pacote da imagem no app está outra mulher em outro endereço mas simplesmente não resolvem,2,-0.9274,False,1
"Algum tempo tinha dado uma nota boa pro app. Mas devido às muitas entregas em atraso que tenho feito no app, vou deixar minha indignação, pq a opção de comprar em lojas físicas temos, mais hj com a praticidade de comprar pela internet nem se compara, mais estão deixando a desejar com essas entregas, umas transportadoras que não dão o mínimo de solução e nem se quer querem entregar e trabalhar. Chato viu.",2,-0.802,False,1
"Minha experiência foi horrível rosto desapontado Estou decepcionada comprei o produto apareceu que foi entregue mas nunca recebi nada já entrei em contato mas nenhuma resposta deles procurei no correio mas não está lá!!! Isso já aconteceu 2 vezes comigo e foi um valor alto... Não acreditem na shein é uma péssima empresa, queria poder falar que é maravilhoso os produtos e um ótimo aplicativo mas não é. É tudo mentira rosto deprimido",1,0.4545,False,0
"No geral e confiável, e reúne os vendedores com menores preços do mercado, oferece benefícios por fidelidade, como frete grátis, e a chance de poder comprar parcelado e sem juros. Meu único problema e que sendo extrangeiro e sem CNH, quando troquei de aparelho celular não consegui recuperar minha antiga conta, já que o aplicativo não reconhece RNE como documento válido de identidade, pelo qual já sei que cada vez que trocar de dispositivo terei que criar uma conta nova, o que está longe do ideal",4,0.8442,False,3
"O app tem várias coisas lindas!! Mas tem muitas coisas que podem melhorar! 1-Os filtros, na hora de filtrar, a filtragem é PÉSSIMA!!É melhor caçar entre suas 10k coisas do que filtrar e não achar o que procura, sendo que está disponível! 2-NÃO TEM COMO REEDITAR OS COMENTÁRIOS! Às vezes, achamos que algo é realmente bom! Mas para o ser em questão, que aplicaremos/ daremos, não... 3-Escrever um comentário É SIMPLESMENTE PÉSSIMO!! Não entra direito o corretor! 4-Reembolso não é claro o suficiente!!",3,0.6998,False,2
"Bom app, porem em alguns anuncios, ele trava ao ver a descrição de produtos. O frete poderia ser calculado com base no gps, que funciona apenas uma vez, e depois tenho sempre que inserir o cep. Outro problema recorrente são erros na aba vendas, que sempre esta ""sem internet"" ou aparece a mensagem ""algo saiu mal"".",4,-0.4588,False,3
"A shopee deveria melhorar e muito o sistema de entrega! Hoje mesmo seria a data prevista para minha encomenda chegar, por eventualidade está sendo um dia chuvoso, o entregador simplesmente por pura preguiça ou respeito, tirou a foto de uma rua qualquer, enviou ao sistema e disse que não havia ninguém em casa, sendo que eu perdi um dia de trabalho para esperar a tal encomenda chegar. Resumindo, minha encomenda voltou e eu quem pago o prejuízo .",1,-0.3802,False,0
"Horrível, minha conta foi banida pela segunda vez do nada, aí tento entrar em contato com o suporte tenho que logar na minha conta, como vou logar se o dispositivo está banido e tenho um reembolso pra receber a tempos sempre falam que vai fazer o reembolso e não fazem, agora nem acesso a conta eu tenho mais, horrível, horrível.",1,-0.9638,False,0
"ótimo lugar para fazer compras ,entrega rápida e eficaz! só acho os valores de entrega um pouco caro !",5,0.8518,False,4
O app na verdade é bom..eficiente O que realmente não concordo é o frete grátis do app...se vc selecionar eles te cobram quase sempre o valor de 33 reais mas quando vc posta nos correios dependendo da distância cobrasse 8 à 14 reais. E os 20 reais que sobraram? Tudo bem que eles tem que obter lucro mais os valores cobrados são verdadeiros absurdos.,3,0.8108,False,2
"Parece ex, fica só mandando mensagem o tempo todo. Não gosto disso, me faz gastar rosto com atadura na cabeça eu te amo shein, você ama as mulheres plus size, obrigada por tudo coração partido olhem as avaliações antes de comprar, e sempre dêem uma olhada em cupons, não sejam burros.",4,0.1027,False,3
"Era ótimo o app, hoje em dia é só estresse e decepção, compras internacionais fica caríssimo com os impostos, tributo, sei lá mais o que e nacional é péssimo! Não vem o q realmente pedimos e só chega depois de décadas! As transportadoras são péssimas, já tiver problemas com 3 delas. Desinstalando!",1,-0.851,False,0
"Já foi melhor, tem quase tudo e tem boa qualidade do app e pagamento, mas os pontos fracos são: 1. Falta ter mais informação disponíveis sobre os vendedores, que vira e mexa tem alguma reclamação e não achamos isso. 2. Falta mais filtros pro usuário achar exatamente o que precisa com rapidez e exatidão. 3. Fretes full separados, o de supermercado que não tem relação com frete full de outros produtos, usava muito pelo frete. Ainda bem que agora temos opções mais eficientes no mercado.",2,-0.8745,False,1
"Eu amo comprar na Shoppee. Nunca tive problemas com as compras, recebo dentro do prazo os produtos ou as vezes até antes. O site é de fácil navegação, bem explicativo e ainda da suporte pra acompanhar os pedidos e conversar com os vendedores. Também acho ótimo que ao escolher um produto aparecem opções de outras lojas e outros preços. Enfim, está sendo meu site de compras favorito. Obrigada.",5,0.7506,False,4
"Não tem a opção de criar uma pasta para salvar de acordo com o produto . Mesmo após a atualização tem link do Instagram que não abre . E pior ainda , me deram três presentes gratuitos, com entrega gratuita , mas cobraram no final . Já aconteceu duas vezes . Gostaria de entender que presente gratuito é esse que tem que pagar .",2,0.2263,False,1
"Já começou errado. Na propaganda diz que usuário novo ganhará itens ""gratuitos"", daí vc escolhe os itens, cadastra seus dados e quando vai prosseguir pra finalizar, o ""botão"" de confirmação nem sequer funciona. Não quer dar nada gratuito é compreensível, mas não necessita usar propaganda enganosa. A primeira impressão é a que fica, péssimo app",1,-0.9091,False,0
"Por enquanto duas ★, se melhorar um pouco talvez eu reavalie. Cadastrei endereço errado, quis corrigir, mas o app não deixa. Cadastrei um segundo endereço, desta vez correto, e deixei como padrão. Depois tentei excluir o endereço que estava errado e o app não deixa, mesmo tendo um botão para isso. Pra que esse botão??!! Pra enfeitar? Pior é a atendente dizer que pode deixar assim que não dá problemas. Pfff...",2,-0.9812,False,1
"Nunca tive problemas com as compras, o aplicativo é excelente, porém a transportadora a qual optaram fazer parceria, é péssima Não disponibilizam rastreio para o comprador da mercadoria, somente para quem enviou, daí na modalidade full faz o que pra rastrear? Fora que mesmo tendo o rastreio pelo vendedor, eles não atualizam em tempo real, botam em rota de entrega num dia, e não se tem certeza se vai chegar 9, 10, 11 horas do próximo dia... Pra mim que trabalho a noite ficou péssimo !",2,-0.6114,False,1
"É maravilhoso comprar na Amazon!! Não tenho queixa, pois sempre recebi tudo direitinho e sempre fui muito bem atendida quando precisei tirar dúvidas sobre as compras! Super recomendo!!",5,0.7825,False,4
Gostei muito mas já aconteceu duas vezes duas compras que eu não fiz aparecer na fatura do cartão no aplicativo da Amazon não aparece mas na fatura do cartão sim e as compras são realizadas de madrugada e só valores de 260 aí é complicado pq não aparece o que é rosto deprimidoainda bem que dá pra estorna cartão,2,-0.7096,False,1
"Recomendo a aplicação Temu, por não haver outra forma de comprar os artigos em exposição. Muito repetitivos nas sms que emitem, algumas enganosas, que já me levou a eliminar a aplicação. O que é de mais torna-se menos, aborrece-me essa forma de abordagem.",3,0.0772,False,2
"É maravilhoso, tem muitas opções em compras, tem um ótimo preço, tem muitas vantagens pois o seu pedido não demora muito, eu amo comprar na shein, pois os descontos são um valor que cabe no seu bolso, eu uso e indico, já comprei roupas para minha filha, e alguns acessórios para mim, e sempre vem do jeitinho da foto, sempre veio do jeitinho que eu quero, enfim, a shein é perfeitaaaaaaaaaaaaaaa rosto sorridente com olhos de coração rosto sorridente com olhos de coração rosto sorridente com olhos de coração",5,0.6597,False,4
"Aplicativo possui bugs, como na hora de alterar a foto de perfil ela simplismente gira automaticamente a foto e acaba ficando fora no perfil. Outro ponto é que deviam redirecionar direto para o site da Amazon quando queremos fazer alterações de pagamento. Tipo pelo App não é possível mas devia ter um redicionamento e seria bem mais prático. Porque para eu alterar eu tenho que ir no navegador e pesquisar",4,0.3291,False,3
"Confio em comprar na SHOPEE. Aplicativo fácil de usar, opção de pagamento facilitado. Todas as vezes que comprei na SHOPEE, tive os produtos entregue corretamente conforme o anúncio, e algumas vezes a entrega foi antes do prazo. Os cupons de frente grátis é um grande incentivo para novas compras. Um exemplo de confiabilidade: Um loja não me enviou um produto, a Shopee foi proativa e rápida ao fazer reembolso em meu cartão, sem eu precisar passar por estresse.",5,0.6597,False,4
"O app em si é bom, mas como os produtos na maioria são internacionais demoram a chegar, vim por uma propaganda de itens gratis e acabei baixando o app, mas acaba q é tudo mentira pq dps vc tem q pegar um item bem ruim que não vale o preço de 200 reais (tem q ser 200) e vc recebe os outros itens gratuitos de graça e só pode escolher oque está selecionado ali. O app faz muita propaganda divulgando o app, mas aí quando finalmente baixamos não é de graça tudo tem q pagar 200 reais. Bem mais ou menos",2,-0.6486,False,1
"O aplicativo é bom, porém tem tem que prestar atenção nas embalagem, não é bom ver pessoas roubarem suas encomendas após ver o item que comprei destacado na embalagem.",3,0.128,False,2
"Não tenho nada a reclamar do mercado livre em si, mas está sendo mais fácil navegar pelo site do que usar o aplicativo. Carregamentos infinitos em algumas páginas e frequentemente as imagens não carregam. Ironicamente o mercado play funciona corretamente. Volto pra corrigir essa avaliação na próxima atualização",2,0.0129,False,1
Gosto muito dos produtos da shein! Mas a taxa de entrega é muito alta é não consigo cupom!,4,-0.3682,False,3
"Anos de experiência...Porém o aplicativo parece que ficou mais confuso, os filtros nao funcionam corretamente e alem de tudo o layout desses filtros e menus parecem que ficaram mais contra intuitivos do que nunca. É impressionante saber que a essa altura não tenham a capacidade de resolver problemas simples de funcionamento.",1,-0.4019,False,0
"Muito bom! E um dos melhores apps para compras porém muitas vezes trava, e tem muitos produtos que não vale a pena o preço, e muitos produtos que não são aprovados. Dica: quando for comprar olhe os comentários para não ser enganado (a).",3,-0.7959,False,2
"sou cliente ah algum tempo..e aproveito várias promoções exclusivas..não tenho razão de queixa.tudo com qualidade,igual as fotos de apresentação e chega tudo antes do tempo estipulado.obrigada",5,0.0,False,4
"Era assinante meli+ desde 2018 e utilizei o #Deezer desde então por conta da parceira. Porém, do nada, semana passada me deslogaram do deazzer e não consigo mais logar com a parceria. Perdi a playlist que passei anos contruindo. Tenho tentado recuperar desde então e não consigo. Cancelei.",1,-0.5267,False,0
"Amei demais, confesso q fiquei com um pouco de medo dos meus pedidos n virem direito, porém a SHEIN me surpreendeu. Recebi todas as minhas encomendas direitinho, exatamente como estavam na foto, todas de ótima qualidade, as roupas são lindas e n fui taxada nenhuma vez. A única coisa que eu poderia reclamar são os preços que são um pouco altos, e os cupons de desconto que com o passar do tempo pede um limite de compras mais alto. O preço limite pra usar os cupons está muito alto.",5,-0.4243,False,4
"Eu tinha dado 5 estrelas. Uso app a anos, mas estou indignado com oq aconteceu hoje! Nao sei se são entregadores diretos do mercado livre, ou se é uma equipe terceirizada... Jogaram a minha encomenda por cima do muro!! Nao consegui ver a pessoa. A minha sorte é que a minha encomenda nao era fragil! Mas mesmo assim, espero que o mercado livre reveja os conceitos de seus entregadores ou empresa terceirizada. Foi uma baita falta de respeito comigo e uma enorme falta de cuidado com o meu produto!!",2,-0.6925,False,1
"Gosto do app só para ficar navegando mesmo, porque sem condições de comprar nada por ele. O produto custa X e o frete custa XX (para o nordeste). Tem bastante variedade de coisas, mas o custo benefício para quem não mora em São Paulo é péssimo, só vale a pena se for compras grandes. E também tenho percebido que as coisas são sempre mais caras aqui do que em outros apps de venda, as vezes o mesmo produto, mesma marca, custa o dobro do valor aqui fora o frete. Pra mim não compensa.",3,-0.431,False,2
"O aplicativo da Amazon é muito bom, o que tá acontecendo que ela poderia ver a situação de alguns vendedores, que não tão entregando os produtos. Tem a oferta, e quando efetua a compra não entrega. Poderia ser mais energética.",1,-0.1027,False,0
"A Amazon agora está economizando no frete e atrasando a entrega de um produto para esperar e juntar com outro produto, e assim economizar no frete. Isso é um desrespeito total com o cliente que compra esperando ter o produto na data acordada. Cancelei minha compra e além disso era uma compra recorrente e também cancelei a recorrência, pois não posso mais contar com o prazo acordado. Estou repensando se cancelo a minha assinatura Amazon também.",1,-0.5423,False,0
Uma app muito prática e muito fácil de usar. Entregam super rápido e vem tudo em excelentes condições e os artigos são fiéis às fotos. Gosto muito de fazer compras na Temu!!!!,5,0.9094,False,4
o app do mercado livre é top até agora não tive nenhum problema com minhas compras q chegam sempre no dia q tem pra chegar ou até antes fora q agora melhorou muito com. o cash back em meli dólar,5,-0.4939,False,4
"Estava tudo indo bem com a Shopee, até que precisei devolver um produto e vi quantas burocracia e não resolveram até o momento a devolução do valor do produto estragado. No Mercado Livre não tem complicação, é trinta dias para devolver, sem fotinha e videozinho. Parece que a Shopee não acredita no cliente!",2,-0.5848,False,1
"Aplicativo mal otimizado! O aplicativo simplesmente congela no carrinho e eu preciso sair e entrar do app. Trava demais, e ainda tem um design bem feinho, de resto é um aplicativo de comprar normal.",2,-0.2244,False,1
"O app não permite dar nota menor que 4 ao serviço de logística. As transportadoras usadas pela Shein são ineficientes. Não nos permite fazer o rastreio e os atrasos e tempo de trânsito são absurdamente excessivos. Quase um mês para receber um pedido que levava sete, quando enviado pelos Correios. Tudo na Shein indo mal. Os preços já não são convidativos, com entrega ruim... melhorar comprar no outro app. O suporte também só dá respostas prontas. Todo serviço está ruim.",2,-0.9426,False,1
"Estou muito frustranda, amava comprar minhas roupas pela shein, a qualidade sempre muito boa, nunca tive problemas com esse aplicativo. Mas depois que trocaram a transportadora pela ""Anjus express"" minha experiência vem sendo horrível, uma transportadora muito irresponsável, não atualizam sobre a encomenda. Amava a Shein, mas infelizmente não irei mais fazer compras.",1,-0.9607,False,0
"Já foi muito bom comprar na shein mas essas entregas conjuntas está deixando muito a desejar duas vezes já veio faltando itens no meu pacote último faltou 2 itens é absurdo isso uma burocracia para vc conseguir o reembolso tem que ter fotos a pessoa que recebeu jogou os pacotes fora, enfim fiquei com o prejuízo",1,-0.8047,False,0
